Monster Name,Island,Monster 1,Monster 2,Portrait URL
Rare Pluckbill,Light Island,Kayna,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/1/12/Rare_Pluckbill.png/revision/latest?cb=20240419145306
Rare Humbug,Earth Island,Quarrister,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f9/Rare_Humbug.png/revision/latest?cb=20191027022611
Epic Buzzinga,Fire Haven,Tring,Glowl,https://static.wikia.nocookie.net/mysingingmonsters/images/9/97/Epic_Buzzinga.png/revision/latest?cb=20241127162610
Epic Ziggurab,Faerie Island,Bridg-it,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ad/Epic_Ziggurab.png/revision/latest?cb=20210821022710
Gobbleygourd,Fire Haven,Glowl,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/8/86/Gobbleygourd.png/revision/latest?cb=20241125013314
Maw,Plant Island,Toe Jammer,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/1/18/Maw.png/revision/latest/scale-to-width-down/700?cb=20191027000002
Rare Ghazt,Plant Island,Entbrat,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/8/8f/Rare_Ghazt.png/revision/latest?cb=20191027022539
Rare Anglow,Mythical Island,Cataliszt,Anglow,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5a/Rare_Anglow.png/revision/latest?cb=20240619151338
Epic Arackulele,Ethereal Island,Sox,Dragong,https://static.wikia.nocookie.net/mysingingmonsters/images/b/be/Epic_Arackulele.png/revision/latest?cb=20241030163710
Rare Cantorell,Faerie Island,Squot,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/3/38/Rare_Cantorell.png/revision/latest?cb=20250215215447
Epic Kayna,Faerie Island,Pladdie,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/1/1c/Epic_Kayna.png/revision/latest?cb=20220304060550
Gloptic,Psychic Island,Rooba,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Gloptic.png/revision/latest?cb=20190926165044
Rare Mammott,Earth Island,PomPom,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Toe Jammer,Plant Island,T-Rox,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Humbug,Earth Island,Quarrister,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/9/96/Humbug.png/revision/latest/scale-to-width-down/700?cb=20240508135140
Tring,Fire Haven,Reedling,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ed/Tring.png/revision/latest?cb=20191027010718
Mushaboom,Magical Sanctum,Roarick,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fe/Mushaboom.png/revision/latest?cb=20230909035545
Rare Noggin,Plant Island,Pummel,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Deedge,Cold Island,Bowgart,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/7/74/Deedge.png/revision/latest/scale-to-width-down/700?cb=20191026235932
Rare Shellbeat,Water Island,Quibble,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2b/Rare_Shellbeat.png/revision/latest?cb=20191027022454
Rare Tweedle,Fire Haven,Reedling,Barrb,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Thumpies,Cold Island,Pango,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/0/07/Thumpies.png/revision/latest/scale-to-width-down/700?cb=20240508145824
Rare Viveine,Shugabush Island,Shugabush,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/0/02/Rare_Viveine.png/revision/latest?cb=20240429034709
Rare Whaddle,Fire Oasis,Quibble,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f4/Rare_Whaddle.png/revision/latest?cb=20200425185457
Rare Potbelly,Light Island,Sooza,Spytrap,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Rare Jeeode,Water Island,Shellbeat,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/6/65/Rare_Jeeode.png/revision/latest?cb=20191027022600
Rare Tweedle,Air Island,Congle,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Gobbleygourd,Fire Haven,Fire Oasis,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/8/86/Gobbleygourd.png/revision/latest?cb=20241125013314
Rare Uuduk,Bone Island,Peckidna,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Uuduk.png/revision/latest?cb=20241109225738
Sneyser,Fire Oasis,Wynq,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/d/db/Sneyser.png/revision/latest?cb=20191027010722
Thumpies,Cold Island,Dandidoo,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/0/07/Thumpies.png/revision/latest/scale-to-width-down/700?cb=20240508145824
Rare Dragong,Ethereal Island,Reebro,Humbug,https://static.wikia.nocookie.net/mysingingmonsters/images/6/67/Rare_Dragong.png/revision/latest?cb=20191027022707
Boskus,Fire Oasis,Mammott,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b7/Boskus.png/revision/latest?cb=20250106000425
Cantorell,Faerie Island,Drumpler,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/8/8e/Cantorell.png/revision/latest/scale-to-width-down/700?cb=20191211165030
Epic Yool,Cold Island,Deedge,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0f/Epic_Yool.png/revision/latest?cb=20191027015545
Glowl,Fire Haven,Tweedle,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/9/98/Glowl.png/revision/latest?cb=20250106000448
Rare Cybop,Air Island,Tweedle,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d8/Rare_Cybop.png/revision/latest?cb=20250106000056
Rare Theremind,Psychic Island,Tapricorn,Rooba,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ac/Rare_Theremind.png/revision/latest?cb=20220304061920
Knucklehead,Magical Sanctum,Fluoress,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/9/94/Knucklehead.png/revision/latest?cb=20220304055552
Rare Potbelly,Psychic Island,Tapricorn,Rooba,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Epic PomPom,Earth Island,Reedling,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b5/Epic_PomPom.png/revision/latest?cb=20190509000446
Epic Fung Pray,Ethereal Island,Nebulob,Boodoo,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a5/Epic_Fung_Pray.png/revision/latest?cb=20250219164759
Rare Floot Fly,Magical Sanctum,Mushaboom,Frondley,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cc/Rare_Floot_Fly.png/revision/latest/scale-to-width-down/700?cb=20221030013808
Shugavox,Shugabush Island,Deedge,Shugabush,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3b/Shugavox.png/revision/latest?cb=20191027005823
Cahoot,Magical Sanctum,Theremind,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/3/35/Cahoot.png/revision/latest?cb=20220304045545
Epic PomPom,Air Island,T-Rox,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b5/Epic_PomPom.png/revision/latest?cb=20190509000446
Epic Clavavera,Bone Island,Plinkajou,Hawlo,https://static.wikia.nocookie.net/mysingingmonsters/images/4/42/Epic_Clavavera.png/revision/latest?cb=20231101171006
Epic Potbelly,Shugabush Island,Shugabush,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Potbelly.png/revision/latest?cb=20250106000221
Peckidna,Bone Island,Noggin,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/0/01/Peckidna.png/revision/latest?cb=20200410232206
Plinkajou,Bone Island,Fwog,Hawlo,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d2/Plinkajou.png/revision/latest?cb=20220304045953
Rare Kayna,Light Island,Sooza,TooToo,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Ziggurab,Faerie Island,Stogg,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2f/Ziggurab.png/revision/latest?cb=20250106000247
Gobbleygourd,Fire Haven,Glowl,Seasonal Shanty,https://static.wikia.nocookie.net/mysingingmonsters/images/8/86/Gobbleygourd.png/revision/latest?cb=20241125013314
Epic Potbelly,Earth Island,Quarrister,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Potbelly.png/revision/latest?cb=20250106000221
Epic Viveine,Seasonal Shanty,Ffidyll,Monculus,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6e/Epic_Viveine.png/revision/latest?cb=20240417234232
Rare Fluoress,Light Island,TooToo,Fiddlement,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a0/Rare_Fluoress.png/revision/latest?cb=20230628153719
Rare Shellbeat,Water Island,Reedling,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2b/Rare_Shellbeat.png/revision/latest?cb=20191027022454
Stogg,Fire Haven,Noggin,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e7/Stogg.png/revision/latest?cb=20250106000435
Rare Barrb,Fire Haven,Dandidoo,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/9/98/Rare_Barrb.png/revision/latest?cb=20230909040938
Ziggurab,Faerie Island,Drumpler,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2f/Ziggurab.png/revision/latest?cb=20250106000247
Rare Bellowfish,Ethereal Island,Reebro,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Bellowfish.png/revision/latest?cb=20191027022700
Epic Noggin,Plant Island,Entbrat,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3b/Epic_Noggin.png/revision/latest?cb=20250106000016
Epic Punkleton,Plant Island,Entbrat,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e1/Epic_Punkleton.png/revision/latest?cb=20191030205845
Epic Strombonin,Mythical Island,Cataliszt,G'joob,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e3/Epic_Strombonin.png/revision/latest?cb=20241211163355
Rare Entbrat,Plant Island,Pummel,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a1/Rare_Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191027022431
Epic Strombonin,Cold Island,Deedge,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e3/Epic_Strombonin.png/revision/latest?cb=20241211163355
Rare Mammott,Cold Island,Thumpies,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Yool,Cold Island,Thumpies,Congle,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Rare_Yool.png/revision/latest?cb=20191027022734
Epic Thrumble,Bone Island,Uuduk,Denchuhs,https://static.wikia.nocookie.net/mysingingmonsters/images/4/4a/Epic_Thrumble.png/revision/latest?cb=20231018165801
Rare Clavi Gnat,Faerie Island,Squot,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Rare_Clavi_Gnat.png/revision/latest?cb=20241120161414
Scups,Air Island,Fwog,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c5/Scups.png/revision/latest/scale-to-width-down/700?cb=20240508143045
Wimmzies,Faerie Island,Kayna,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/0/07/Wimmzies.png/revision/latest?cb=20191211165034
Fung Pray,Ethereal Island,Jeeode,Humbug,https://static.wikia.nocookie.net/mysingingmonsters/images/1/1d/Fung_Pray.png/revision/latest/scale-to-width-down/700?cb=20241116015847
Bonkers,Psychic Island,Potbelly,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e3/Bonkers.png/revision/latest?cb=20190926165212
Plinkajou,Bone Island,Uuduk,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d2/Plinkajou.png/revision/latest?cb=20220304045953
Rare Wynq,Fire Oasis,Maw,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ea/Rare_Wynq.png/revision/latest?cb=20191108221815
Rare Stogg,Fire Haven,Noggin,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Stogg.png/revision/latest?cb=20190524202228
Rare Fiddlement,Light Island,Bulbo,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/8/82/Rare_Fiddlement.png/revision/latest?cb=20241116021947
Blow't,Light Island,Sooza,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/5/58/Blow%27t.png/revision/latest?cb=20220223044109
Epic Fwog,Bone Island,Thrumble,Denchuhs,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Epic_Fwog.png/revision/latest?cb=20250105235716
Pladdie,Faerie Island,Stogg,Squot,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Pladdie.png/revision/latest?cb=20221210162645
Rare Gloptic,Psychic Island,Rooba,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/1/19/Rare_Gloptic.png/revision/latest?cb=20240814155240
Scups,Air Island,Cybop,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c5/Scups.png/revision/latest/scale-to-width-down/700?cb=20240508143045
Congle,Cold Island,Pango,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Congle.png/revision/latest/scale-to-width-down/700?cb=20240427085453
Rare Riff,Air Island,T-Rox,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Rare_Riff.png/revision/latest?cb=20191027022446
Epic Pango,Fire Oasis,Whaddle,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Pango.png/revision/latest?cb=20250106000019
Epic Blabbit,Water Island,Shellbeat,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3f/Epic_Blabbit.png/revision/latest?cb=20191027015401
Hyehehe,Earth Island,PomPom,Thumpies,https://static.wikia.nocookie.net/mysingingmonsters/images/6/62/Hyehehe.png/revision/latest/scale-to-width-down/700?cb=20230215160715
Rare Barrb,Fire Haven,Flowah,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/9/98/Rare_Barrb.png/revision/latest?cb=20230909040938
Rare Reedling,Water Island,Cybop,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Rare_Reedling.png/revision/latest?cb=20191027022418
Rare Toe Jammer,Fire Oasis,Wynq,Congle,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Rare Shellbeat,Water Island,Dandidoo,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2b/Rare_Shellbeat.png/revision/latest?cb=20191027022454
Epic Yawstrich,Air Island,Riff,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5f/Epic_Yawstrich.png/revision/latest/scale-to-width-down/700?cb=20240904210029
Epic Mammott,Earth Island,Quarrister,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Epic_Mammott.png/revision/latest?cb=20250106000121
Rare Noggin,Plant Island,Clamble,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Deedge,Cold Island,Thumpies,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Rare_Deedge.png/revision/latest?cb=20230725174111
Rare Floot Fly,Magical Sanctum,Larvaluss,Mushaboom,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cc/Rare_Floot_Fly.png/revision/latest/scale-to-width-down/700?cb=20221030013808
Rare Withur,Bone Island,Peckidna,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/7/73/Rare_Withur.png/revision/latest?cb=20221026221424
Rare Kayna,Faerie Island,Clavi Gnat,Ziggurab,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Rare Gloptic,Psychic Island,Phangler,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/1/19/Rare_Gloptic.png/revision/latest?cb=20240814155240
Rare Floot Fly,Magical Sanctum,Frondley,Larvaluss,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cc/Rare_Floot_Fly.png/revision/latest/scale-to-width-down/700?cb=20221030013808
G'joob,Plant Island,Pummel,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/G%27joob.png/revision/latest/scale-to-width-down/700?cb=20191027004124
Rare Bleatnik,Mythical Island,Cataliszt,G'joob,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a1/Rare_Bleatnik.png/revision/latest?cb=20241016225620
Humbug,Earth Island,Quarrister,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/9/96/Humbug.png/revision/latest/scale-to-width-down/700?cb=20240508135140
Rare Ziggurab,Faerie Island,Boskus,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/0/09/Rare_Ziggurab.png/revision/latest?cb=20220304065102
Rare Noggin,Bone Island,Thrumble,Withur,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Epic Reebro,Air Island,T-Rox,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/1/16/Epic_Reebro.png/revision/latest?cb=20220304061543
Plinkajou,Bone Island,Stogg,Denchuhs,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d2/Plinkajou.png/revision/latest?cb=20220304045953
Epic Monculus,Seasonal Shanty,Carillong,Ffidyll,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cc/Epic_Monculus.png/revision/latest?cb=20240605164754
Shugabass,Shugabush Island,Potbelly,Shugabush,https://static.wikia.nocookie.net/mysingingmonsters/images/8/80/Shugabass.png/revision/latest?cb=20191027005801
Rare Toe Jammer,Bone Island,Banjaw,Thrumble,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Rare Kayna,Fire Oasis,Whaddle,Woolabee,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Cybop,Air Island,Tweedle,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b3/Cybop.png/revision/latest/scale-to-width-down/700?cb=20240427083519
Whaddle,Fire Oasis,Quibble,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Whaddle.png/revision/latest?cb=20250106000410
Epic Ghazt,Plant Island,T-Rox,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d6/Epic_Ghazt.png/revision/latest?cb=20220304051517
Rare Entbrat,Plant Island,Furcorn,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a1/Rare_Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191027022431
Rare Quarrister,Earth Island,Clamble,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Quarrister.png/revision/latest?cb=20230909041737
Rare Toe Jammer,Psychic Island,Periscorp,Rootitoot,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Periscorp,Psychic Island,Poppette,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b7/Periscorp.png/revision/latest?cb=20190926165124
Rare Congle,Cold Island,Quibble,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Rare_Congle.png/revision/latest?cb=20191027022402
Rare Sneyser,Fire Oasis,Quibble,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ef/Rare_Sneyser.png/revision/latest?cb=20230909042202
Epic T-Rox,Air Island,Congle,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/3/36/Epic_T-Rox.png/revision/latest?cb=20190510155423
Gloptic,Psychic Island,Flowah,Yuggler,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Gloptic.png/revision/latest?cb=20190926165044
Rare Uuduk,Bone Island,Hawlo,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Uuduk.png/revision/latest?cb=20241109225738
Rare Quarrister,Earth Island,Thumpies,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Quarrister.png/revision/latest?cb=20230909041737
Rare TooToo,Light Island,Gob,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/7/71/Rare_TooToo.png/revision/latest?cb=20230909042355
Epic Carillong,Magical Sanctum,Enchantling,Roarick,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7c/Epic_Carillong.png/revision/latest?cb=20240207160122
Rare Riff,Air Island,Scups,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Rare_Riff.png/revision/latest?cb=20191027022446
Rare Clamble,Plant Island,Shrubb,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b6/Rare_Clamble.png/revision/latest?cb=20240801091012
Rare Fluoress,Magical Sanctum,Frondley,Mushaboom,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a0/Rare_Fluoress.png/revision/latest?cb=20230628153719
Entbrat,Plant Island,Oaktopus,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191026235937
Epic Kayna,Light Island,Blow't,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/1/1c/Epic_Kayna.png/revision/latest?cb=20220304060550
Epic Maw,Air Island,T-Rox,Quibble,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ee/Epic_Maw.png/revision/latest?cb=20250105235441
Epic Drumpler,Air Island,PomPom,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9c/Epic_Drumpler.png/revision/latest?cb=20250105235503
Rare Toe Jammer,Cold Island,Congle,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Epic Hoola,Seasonal Shanty,Yool,Schmoochle,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Epic_Hoola.png/revision/latest?cb=20190717200159
Sneyser,Fire Oasis,Quibble,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/d/db/Sneyser.png/revision/latest?cb=20191027010722
Osstax,Magical Sanctum,Clackula,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/4/43/Osstax.png/revision/latest?cb=20220304045429
Rare Tweedle,Fire Haven,Barrb,Floogull,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Clavi Gnat,Faerie Island,Boskus,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Clavi_Gnat.png/revision/latest?cb=20191211165021
Rare Potbelly,Earth Island,Clamble,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Rare Buzzinga,Fire Haven,Reedling,Barrb,https://static.wikia.nocookie.net/mysingingmonsters/images/5/53/Rare_Buzzinga.png/revision/latest?cb=20240626153309
Rare Toe Jammer,Bone Island,Thrumble,Withur,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Epic Shrubb,Water Island,Reedling,Quibble,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c8/Epic_Shrubb.png/revision/latest?cb=20250105235935
Epic Mammott,Shugabush Island,Shugabush,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Epic_Mammott.png/revision/latest?cb=20250106000121
Rare Poppette,Psychic Island,Toe Jammer,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/9/90/Rare_Poppette.png/revision/latest?cb=20250108160416
Rare Spunge,Cold Island,Quibble,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5c/Rare_Spunge.png/revision/latest?cb=20191027022345
Epic Maw,Fire Oasis,Whaddle,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ee/Epic_Maw.png/revision/latest?cb=20250105235441
Rare Cataliszt,Mythical Island,Cataliszt,Strombonin,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Rare_Cataliszt.png/revision/latest?cb=20240808204832
Rare Sneyser,Fire Oasis,Pango,Phangler,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ef/Rare_Sneyser.png/revision/latest?cb=20230909042202
Rare Clackula,Bone Island,Withur,Uuduk,https://static.wikia.nocookie.net/mysingingmonsters/images/0/06/Rare_Clackula.png/revision/latest?cb=20240619151530
Rare Fluoress,Light Island,Fiddlement,Spytrap,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a0/Rare_Fluoress.png/revision/latest?cb=20230628153719
Epic Kayna,Bone Island,Plinkajou,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/1/1c/Epic_Kayna.png/revision/latest?cb=20220304060550
Epic Noggin,Air Island,Riff,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3b/Epic_Noggin.png/revision/latest?cb=20250106000016
Pladdie,Faerie Island,Drumpler,Wimmzies,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Pladdie.png/revision/latest?cb=20221210162645
Jeeode,Water Island,Shellbeat,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0f/Jeeode.png/revision/latest/scale-to-width-down/700?cb=20191027013751
Rare Monculus,Ethereal Island,Nebulob,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fe/Rare_Monculus.png/revision/latest?cb=20231213171606
Rare Mammott,Earth Island,Clamble,Thumpies,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Woolabee,Fire Oasis,Pango,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Woolabee.png/revision/latest?cb=20250106000337
Riff,Air Island,PomPom,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Riff.png/revision/latest/scale-to-width-down/700?cb=20191026235927
Epic Mammott,Air Island,Riff,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Epic_Mammott.png/revision/latest?cb=20250106000121
Epic Spunge,Water Island,Scups,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6b/Epic_Spunge.png/revision/latest?cb=20190530193009
Rootitoot,Psychic Island,Phangler,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Rootitoot.png/revision/latest?cb=20250106000310
Yuggler,Psychic Island,Kayna,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e3/Yuggler.png/revision/latest?cb=20190926165219
Rare T-Rox,Plant Island,Drumpler,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f5/Rare_T-Rox.png/revision/latest?cb=20191027022315
Rare Pummel,Plant Island,Oaktopus,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/9/97/Rare_Pummel.png/revision/latest?cb=20191027022323
Rare Gobbleygourd,Fire Haven,Fire Oasis,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/b/ba/Rare_Gobbleygourd.png/revision/latest?cb=20211126064522
